Job Id,workplace,working_mode,salary,position,job_role_and_duties,requisite_skill,offer_details
943141895054254,monrovia liberia,temporary,83000.0,investment banker,advise on mergers acquisitions and corporate finance transactions perform due diligence and financial analysis negotiate and structure deals mergers and acquisitions advisora mergers and acquisitions advisor assists in evaluating potential mergers and acquisitions conducting due diligence and providing strategic recommendations for corporate transactions,mergers and acquisitions ma expertise due diligence valuation techniques 0 to 9 years mca,life and disability insurance stock options or equity grants employee recognition programs health insurance social and recreational activities
617713400258562,port of spain trinidad and tobago,part-time,93500.0,architect,design architectural plans and layouts for buildings and structures create detailed drawings and blueprints ensure designs comply with building codes and regulations architectural designerarchitectural designers create architectural plans and designs for buildings and structures considering aesthetics functionality and safety standards,architectural design software eg autocad revit building codes and regulations 3d modeling visualization sustainable design 1 to 15 years bca,flexible spending accounts fsas relocation assistance legal assistance employee recognition programs financial counseling
349008012287889,charlotte amalie virgin islands (u.s.),contract,81000.0,architect,focus on sustainable and ecofriendly architectural practices integrate green building technologies and materials into architectural designs advise on energyefficient building solutions sustainable design specialistsustainable design specialists incorporate ecofriendly practices into architectural designs promoting energy efficiency and environmental sustainability,sustainable design principles energy efficiency leed certification green building materials environmental impact assessment 5 to 15 years mcom,casual dress code social and recreational activities employee referral programs health and wellness facilities life and disability insurance
799460875901419,damascus syrian arab republic,contract,92500.0,executive assistant,provide highlevel administrative support to executives including calendar management and travel arrangements prepare reports presentations and correspondence act as a gatekeeper and handle confidential information personal assistanta personal assistant provides administrative support to individuals or executives their duties include managing schedules arranging meetings handling correspondence and performing various tasks to enhance efficiency,organizational and time management skills calendar and appointment management communication and correspondence travel coordination discretion and confidentiality 2 to 14 years phd,casual dress code social and recreational activities employee referral programs health and wellness facilities life and disability insurance
2664382083179345,saint george's grenada,contract,76500.0,executive assistant,oversee office operations including facilities management and vendor relations manage office budgets and expenses coordinate office events and logistics office manageroffice managers oversee daily office operations including supervising staff managing facilities and ensuring efficient workflow they may also handle budgeting resource allocation and office policies,office administration and management budgeting and expense tracking team coordination and supervision facility management vendor and supplier relations 5 to 15 years ba,employee assistance programs eap tuition reimbursement profitsharing transportation benefits parental leave
588438797271031,kabul afghanistan,full-time,91500.0,paralegal,support corporate legal matters including mergers and acquisitions contract drafting and compliance maintain corporate records and filings assist in due diligence processes corporate paralegalprovide legal support to corporate legal teams assist with mergers and acquisitions and manage corporate records,corporate legal tasks document drafting compliance corporate governance contract management due diligence entity formation communication with stakeholders attention to detail technology proficiency legal software proficiency legal research skills 1 to 10 years mcom,employee assistance programs eap tuition reimbursement profitsharing transportation benefits parental leave
2668725660734271,riyadh saudi arabia,contract,86500.0,hr manager,ensure hr policies and practices comply with legal and regulatory requirements conduct audits and investigations provide guidance on compliance issues hr compliance specialistan hr compliance specialist ensures adherence to employment laws and regulations conducts audits and provides guidance to maintain legal compliance within the organization,employment law knowledge compliance management auditing skills employee relations communication skills 3 to 8 years btech,employee assistance programs eap tuition reimbursement profitsharing transportation benefits parental leave
2625827013693577,"macao macao sar, china",temporary,89500.0,mechanical engineer,specialize in heating ventilation and air conditioning hvac systems design calculate hvac load requirements and design energyefficient systems ensure compliance with hvac standards hvac engineerhvac engineers specialize in heating ventilation and air conditioning systems designing efficient hvac solutions for buildings and facilities,knowledge of hvac systems and equipment mechanical engineering skills problemsolving abilities autocad proficiency hvac design and installation expertise 4 to 9 years mtech,employee assistance programs eap tuition reimbursement profitsharing transportation benefits parental leave
825923306077817,riyadh saudi arabia,part-time,77000.0,investment advisor,provide financial advice and investment strategies to clients assess clients financial goals and risk tolerance create personalized investment portfolios wealth advisorwealth advisors provide financial advice to clients they assess financial goals create investment strategies and offer guidance on wealth management and financial planning,financial planning investment knowledge relationship management communication skills analytical skills 1 to 10 years phd,legal assistance bonuses and incentive programs wellness programs employee discounts retirement plans
385531264349759,phnom penh cambodia,full-time,78500.0,project coordinator,provide administrative support to project teams including scheduling meetings managing documents and handling logistics prepare project reports and presentations track project budgets and expenses administrative coordinatoradministrative coordinators support administrative tasks including data entry scheduling and document management to enhance organizational efficiency,office administration communication skills organizational skills time management microsoft office proficiency 2 to 13 years mca,employee assistance programs eap tuition reimbursement profitsharing transportation benefits parental leave
109950052338177,"palikir micronesia, fed. sts.",intern,78000.0,procurement manager,analyze procurement data and trends to support decisionmaking conduct supplier evaluations and performance assessments assist in procurement planning and forecasting procurement analystanalyze procurement data identify costsaving opportunities and support the procurement process,procurement processes vendor assessment contract negotiation purchase order management spend analysis market research supplier relationship management data analysis problemsolving attention to detail communication skills financial acumen 1 to 13 years btech,flexible spending accounts fsas relocation assistance legal assistance employee recognition programs financial counseling
2814568958525345,vientiane lao pdr,part-time,74000.0,hr manager,ensure hr policies and practices comply with legal and regulatory requirements conduct audits and investigations provide guidance on compliance issues hr compliance specialistan hr compliance specialist ensures adherence to employment laws and regulations conducts audits and provides guidance to maintain legal compliance within the organization,employment law knowledge compliance management auditing skills employee relations communication skills 2 to 14 years btech,employee referral programs financial counseling health and wellness facilities casual dress code flexible spending accounts fsas
1358720412901214,lusaka zambia,contract,94500.0,business analyst,work in the healthcare sector analyzing healthcare data and processes to improve patient care and operational efficiency identify opportunities for process improvement and cost reduction collaborate with healthcare professionals and stakeholders healthcare business analysthealthcare business analysts work in the healthcare industry analyzing data and processes to improve healthcare delivery they collaborate with healthcare professionals and it teams to optimize systems and workflows,healthcare industry knowledge health data analysis hipaa regulations emr systems 1 to 8 years bcom,employee referral programs financial counseling health and wellness facilities casual dress code flexible spending accounts fsas
2031881389796576,buenos aires argentina,contract,71500.0,electrical engineer,design and analyze electrical power systems including transmission and distribution networks perform load flow analysis and ensure grid reliability implement energy efficiency solutions power systems engineerpower systems engineers design and maintain electrical power systems they work on generation transmission and distribution of electrical power focusing on safety and efficiency,electrical engineering power system analysis renewable energy systems control systems safety regulations 2 to 12 years mba,life and disability insurance stock options or equity grants employee recognition programs health insurance social and recreational activities
1046671550938578,windhoek namibia,intern,93000.0,front-end developer,focus on the visual design of websites including layout typography and color schemes create custom graphics and illustrations ensure responsive and mobilefriendly designs web designera web designer specializes in designing visually appealing and responsive websites they create layouts graphics and user interfaces to enhance the online presence of businesses,web design concepts graphic design software eg adobe creative suite html and css responsive design user interface ui principles visual communication typography color theory creativity attention to detail collaboration 2 to 9 years mca,health insurance retirement plans paid time off pto flexible work arrangements employee assistance programs eap
1243811086336008,accra ghana,part-time,81000.0,nurse practitioner,focus on familycentered care providing healthcare services to individuals and families of all ages perform physical exams order diagnostic tests and manage chronic conditions promote health and wellness family nurse practitionerfamily nurse practitioners specialize in familycentered healthcare providing comprehensive medical care to individuals of all ages within a family context,family medicine health assessment pediatric care chronic disease management patient education 0 to 15 years bcom,life and disability insurance stock options or equity grants employee recognition programs health insurance social and recreational activities
2278320651431851,praia cabo verde,temporary,71500.0,marketing specialist,develop and implement digital marketing campaigns across various channels including seo sem and social media analyze campaign performance and adjust strategies for optimization manage digital advertising budgets digital marketing specialistdigital marketing specialists create and execute online marketing campaigns they utilize digital channels like social media email and seo to reach target audiences generate leads and improve brand visibility and engagement,digital marketing strategy social media marketing content creation seo search engine optimization ppc advertising analytics and reporting 4 to 13 years ba,flexible spending accounts fsas relocation assistance legal assistance employee recognition programs financial counseling
3098781745849378,freetown sierra leone,temporary,88000.0,mechanical engineer,specialize in heating ventilation and air conditioning hvac systems design calculate hvac load requirements and design energyefficient systems ensure compliance with hvac standards hvac engineerhvac engineers specialize in heating ventilation and air conditioning systems designing efficient hvac solutions for buildings and facilities,knowledge of hvac systems and equipment mechanical engineering skills problemsolving abilities autocad proficiency hvac design and installation expertise 3 to 8 years btech,employee assistance programs eap tuition reimbursement profitsharing transportation benefits parental leave
1999148335517745,ngerulmud palau,intern,73500.0,family lawyer,facilitate mediation and alternative dispute resolution adr processes to help clients reach mutually agreeable resolutions maintain neutrality and guide parties toward compromise draft mediation agreements mediatormediators facilitate negotiations and dispute resolution between parties in conflict they remain neutral and help parties reach mutually acceptable agreements through effective communication and problemsolving techniques,mediation conflict resolution negotiation communication skills neutrality problemsolving legal knowledge mediation techniques 1 to 11 years mcom,life and disability insurance stock options or equity grants employee recognition programs health insurance social and recreational activities
529788450346843,kuwait city kuwait,intern,94000.0,electrical designer,specialize in lighting design creating lighting plans for interiors and exteriors select lighting fixtures and systems enhance visual appeal and energy efficiency through lighting design lighting designerlighting designers create lighting plans for architectural and artistic purposes they enhance spaces with lighting effects aesthetics and energyefficient lighting solutions,lighting design architectural lighting lighting software proficiency creative lighting concepts technical knowledge 0 to 14 years bba,employee assistance programs eap tuition reimbursement profitsharing transportation benefits parental leave
812754879564081,islamabad pakistan,part-time,87000.0,urban planner,focus on environmental impact assessments and sustainable urban development analyze environmental regulations and recommend compliance measures promote green infrastructure and sustainability practices environmental plannerenvironmental planners assess and mitigate the impact of projects on the environment they ensure compliance with environmental regulations and promote sustainable practices,environmental regulations ecosystem analysis environmental impact assessments sustainability planning project management 0 to 15 years bca,childcare assistance paid time off pto relocation assistance flexible work arrangements professional development
346320556090952,"skopje macedonia, fyr",full-time,72500.0,finance manager,manage accounting functions including financial reporting and compliance ensure accurate and timely financial statements oversee audits and tax filings accounting manageraccounting managers supervise accounting teams they ensure accurate financial reporting manage budgets and oversee financial transactions and compliance with accounting standards,accounting principles financial reporting team management budgeting financial analysis 3 to 14 years phd,employee referral programs financial counseling health and wellness facilities casual dress code flexible spending accounts fsas
2473169415535766,ulaanbaatar mongolia,full-time,85500.0,front-end developer,ensure web accessibility for all users including those with disabilities implement wcag guidelines and accessibility features conduct accessibility testing and remediation accessibility developeran accessibility developer focuses on making digital products and websites accessible to individuals with disabilities ensuring compliance with accessibility standards,web accessibility standards eg wcag assistive technologies accessibility testing tools html and css for accessibility aria accessible rich internet applications user experience ux for accessibility usability testing with individuals with disabilities collaboration attention to detail 2 to 8 years phd,legal assistance bonuses and incentive programs wellness programs employee discounts retirement plans
2143085658032810,minsk belarus,contract,88000.0,procurement manager,analyze procurement data and trends to support decisionmaking conduct supplier evaluations and performance assessments assist in procurement planning and forecasting procurement analystanalyze procurement data identify costsaving opportunities and support the procurement process,procurement processes vendor assessment contract negotiation purchase order management spend analysis market research supplier relationship management data analysis problemsolving attention to detail communication skills financial acumen 0 to 11 years mca,casual dress code social and recreational activities employee referral programs health and wellness facilities life and disability insurance
260481880176625,thimphu bhutan,full-time,87000.0,software tester,test software applications and systems to identify defects and ensure quality create test plans test cases and test scripts collaborate with development teams to resolve issues quality assurance analysta quality assurance analyst tests software and products to ensure they meet quality standards they identify defects report issues and work with development teams to resolve problems,quality assurance processes testing methodologies eg manual automated bug tracking and reporting test case development regression testing 3 to 9 years phd,flexible spending accounts fsas relocation assistance legal assistance employee recognition programs financial counseling
11392024724083,charlotte amalie virgin islands (u.s.),temporary,72500.0,event planner,plan and coordinate events including logistics vendor management and timelines communicate with clients to understand event goals and preferences ensure smooth event execution event coordinatorevent coordinators plan and execute various events including conferences parties and meetings managing logistics budgets and vendor relationships,event planning vendor coordination budget management marketing and promotion logistics 5 to 14 years mtech,legal assistance bonuses and incentive programs wellness programs employee discounts retirement plans
1833018802561421,asunciã³n paraguay,contract,77500.0,qa analyst,focus on performance and load testing to assess the scalability and responsiveness of software applications identify bottlenecks and optimize application performance generate performance test reports and recommendations performance testing specialistperformance testing specialists assess the performance of software applications by conducting load stress and scalability tests they identify bottlenecks optimize performance and ensure software can handle user demands effectively,performance testing load testing stress testing test scenarios performance monitoring benchmarking performance analysis 1 to 10 years mba,life and disability insurance stock options or equity grants employee recognition programs health insurance social and recreational activities
1175389431850088,oranjestad aruba,part-time,97000.0,executive assistant,oversee office operations including facilities management and vendor relations manage office budgets and expenses coordinate office events and logistics office manageroffice managers oversee daily office operations including supervising staff managing facilities and ensuring efficient workflow they may also handle budgeting resource allocation and office policies,office administration and management budgeting and expense tracking team coordination and supervision facility management vendor and supplier relations 2 to 13 years bba,employee assistance programs eap tuition reimbursement profitsharing transportation benefits parental leave
186677577014117,kingston jamaica,part-time,87000.0,software tester,test software applications and systems to identify defects and ensure quality create test plans test cases and test scripts collaborate with development teams to resolve issues quality assurance analysta quality assurance analyst tests software and products to ensure they meet quality standards they identify defects report issues and work with development teams to resolve problems,quality assurance processes testing methodologies eg manual automated bug tracking and reporting test case development regression testing 5 to 15 years btech,employee assistance programs eap tuition reimbursement profitsharing transportation benefits parental leave
817456251038260,yamoussoukro cote d'ivoire,temporary,91500.0,qa analyst,develop and maintain automated test scripts using testing tools like selenium or appium execute automated tests and analyze results continuously improve test automation frameworks automation test engineerautomation test engineers develop automated test scripts and frameworks to streamline and enhance the testing process they focus on automating repetitive tests to improve efficiency and maintain test consistency,test automation test framework development continuous integration scripting languages eg python test reporting code review 5 to 13 years bcom,health insurance retirement plans paid time off pto flexible work arrangements employee assistance programs eap
2644139949299213,tbilisi georgia,part-time,86500.0,structural engineer,specialize in the design and maintenance of bridges and transportation structures conduct structural inspections and assessments develop repair and maintenance plans bridge engineera bridge engineer specializes in designing and maintaining bridges ensuring their structural integrity safety and compliance with engineering standards and regulations,bridge design civil engineering structural analysis autocad proficiency project management 3 to 14 years btech,transportation benefits professional development bonuses and incentive programs profitsharing employee discounts
1002878363405974,bratislava slovak republic,contract,71500.0,network engineer,focus on network security implement security measures and protect against cyber threats conduct security audits and vulnerability assessments respond to security incidents and breaches network security engineernetwork security engineers focus on protecting network systems from cyber threats they implement security measures monitor network traffic and respond to security incidents to safeguard the organizations data,network security protocols and technologies firewalls and intrusion detection systems vulnerability assessment and penetration testing security policy development and enforcement incident response and recovery 1 to 10 years bba,childcare assistance paid time off pto relocation assistance flexible work arrangements professional development
147606040708817,sarajevo bosnia and herzegovina,part-time,80500.0,registered nurse,provide direct patient care including assessments medication administration and wound care monitor patient conditions and vital signs collaborate with healthcare teams to develop care plans staff nursea staff nurse provides patient care administers medications and collaborates with healthcare teams to ensure the wellbeing of patients in clinical settings,nursing care patient assessment medical knowledge 3 to 10 years mtech,tuition reimbursement stock options or equity grants parental leave wellness programs childcare assistance
1642904381301972,santiago chile,full-time,82000.0,civil engineer,plan and design transportation systems including roads bridges and transit systems conduct traffic studies and environmental impact assessments manage transportation infrastructure projects transportation engineera transportation engineer plans and designs transportation systems including roads highways and public transit they aim to improve transportation efficiency and safety,transportation engineering traffic analysis and planning civil engineering software eg microstation autocad civil 3d roadway design public transportation knowledge 2 to 10 years bba,legal assistance bonuses and incentive programs wellness programs employee discounts retirement plans
768701133050863,dakar senegal,intern,90000.0,java developer,design code test and maintain javabased software applications collaborate with crossfunctional teams on software development projects debug and resolve software defects and issues java software engineerjava software engineers develop and maintain software applications using the java programming language they write code debug applications and collaborate with crossfunctional teams to deliver highquality software solutions,java programming java frameworks eg spring objectoriented design code debugging software development problemsolving skills 0 to 15 years bba,employee referral programs financial counseling health and wellness facilities casual dress code flexible spending accounts fsas
9059702424459,quito ecuador,temporary,87000.0,ux/ui designer,work on interaction design defining how users interact with digital products and ensuring a seamless user journey create wireframes and prototypes to illustrate interactions collaborate with developers to implement interaction designs interaction designerinteraction designers specialize in designing user interactions within digital interfaces they create meaningful and engaging user experiences by considering user behaviors and system responses,interaction design principles user behavior and psychology wireframing and prototyping tools animation and microinteraction design collaborative design processes 0 to 15 years mba,health insurance retirement plans flexible work arrangements employee assistance programs eap bonuses and incentive programs
146478479086550,ottawa canada,temporary,87500.0,brand ambassador,demonstrate and showcase products at retail locations or events highlight product features and benefits to attract potential customers answer questions and encourage product trials product demonstratorproduct demonstrators showcase products to potential customers they explain features answer questions and help customers make informed purchase decisions,product knowledge demonstrating skills sales techniques customer engagement communication skills 1 to 12 years phd,childcare assistance paid time off pto relocation assistance flexible work arrangements professional development
1556036962396160,monaco monaco,temporary,72000.0,human resources manager,oversee various hr functions including recruitment benefits administration and employee relations develop and implement hr policies and procedures handle employee inquiries and concerns hr generalisthr generalists handle various hr functions including recruitment employee relations benefits administration and hr compliance they serve as a resource for employees and management ensuring hr policies and practices align with organizational goals and legal requirements,hr policies and procedures employee relations recruitment communication skills 4 to 14 years bca,transportation benefits professional development bonuses and incentive programs profitsharing employee discounts
3060577850272402,san jose costa rica,full-time,76000.0,qa engineer,lead and manage the qa team including test planning resource allocation and test strategy development define quality standards and metrics oversee qa processes and continuous improvement efforts qa managera qa manager is responsible for leading and managing the quality assurance team they ensure product quality develop and implement qa processes and maintain quality standards,quality assurance process improvement team leadership problemsolving quality control 0 to 8 years mcom,legal assistance bonuses and incentive programs wellness programs employee discounts retirement plans
3008150208977070,dushanbe tajikistan,temporary,85000.0,electrical designer,design printed circuit boards pcbs for electronic devices and systems create schematics and layouts optimize pcbs for performance and manufacturability pcb designerpcb designers specialize in designing printed circuit boards pcbs they create pcb layouts ensure proper connectivity and consider electrical and mechanical requirements,pcb design electronics pcb layout software proficiency circuit design quality control 4 to 8 years bcom,childcare assistance paid time off pto relocation assistance flexible work arrangements professional development
427715871257199,copenhagen denmark,intern,82500.0,finance manager,oversee financial planning and analysis including budgeting and forecasting develop financial strategies to achieve organizational goals provide financial guidance to departments financial planning managerfinancial planning managers oversee financial planning services they lead a team of financial planners develop financial strategies and ensure clients financial goals are met,financial planning investment strategies team leadership wealth management client advisory skills 3 to 9 years bca,tuition reimbursement stock options or equity grants parental leave wellness programs childcare assistance
1086493596438259,conakry guinea,part-time,72500.0,research analyst,focus on data analysis data mining and statistical analysis to extract insights from large datasets develop data models and visualizations collaborate with data scientists and analysts data analyst researchera data analyst researcher conducts research and analysis using data to support academic or scientific inquiries they contribute to research projects and publish findings,data analysis techniques research methodologies data collection and interpretation statistical analysis software eg r python data visualization tools eg tableau power bi research report writing critical thinking problemsolving communication skills attention to detail 3 to 13 years mcom,flexible spending accounts fsas relocation assistance legal assistance employee recognition programs financial counseling
968824528342101,vientiane lao pdr,full-time,87500.0,network engineer,manage and maintain computer networks troubleshoot network issues and ensure network availability and performance implement network security measures and policies monitor network traffic and optimize performance network administratornetwork administrators manage an organizations computer networks they configure monitor and maintain network infrastructure ensuring optimal performance and security,network management troubleshooting network security it certifications eg ccna 2 to 15 years mcom,employee referral programs financial counseling health and wellness facilities casual dress code flexible spending accounts fsas
2841130390327798,reykjavã­k iceland,full-time,88000.0,financial analyst,develop and manage budgets track financial performance and prepare financial reports collaborate with department heads to create and monitor budget plans identify costsaving opportunities budget analystbudget analysts manage and analyze financial data to develop monitor and report on budgets they work with departments to ensure budget compliance identify costsaving opportunities and provide financial insights to support strategic planning and decisionmaking,budget planning financial forecasting excel proficiency data analysis 4 to 15 years mcom,employee assistance programs eap tuition reimbursement profitsharing transportation benefits parental leave
711561470219839,nuku?alofa tonga,temporary,95500.0,marketing director,lead marketing communications efforts including public relations and content marketing create marketing collateral and press releases manage media relations and crisis communications marketing communications directormarketing communications directors manage marketing communication efforts they oversee messaging branding and promotional activities to effectively reach target audiences,marketing communication public relations content strategy crisis management media relations 4 to 15 years bba,transportation benefits professional development bonuses and incentive programs profitsharing employee discounts
312738100232086,tirana albania,full-time,90500.0,network engineer,manage and maintain computer networks troubleshoot network issues and ensure network availability and performance implement network security measures and policies monitor network traffic and optimize performance network administratornetwork administrators manage an organizations computer networks they configure monitor and maintain network infrastructure ensuring optimal performance and security,network management troubleshooting network security it certifications eg ccna 0 to 9 years bcom,transportation benefits professional development bonuses and incentive programs profitsharing employee discounts
849159729402478,asmara eritrea,intern,74000.0,account manager,build and nurture strong client relationships understand client needs and objectives serve as the main point of contact for client communication client relationship managerbuild and maintain strong client relationships understand their needs and ensure client satisfaction,client relationship management customer service communication skills 2 to 10 years mcom,health insurance retirement plans paid time off pto flexible work arrangements employee assistance programs eap
1395061462098507,conakry guinea,part-time,87000.0,structural engineer,design structural systems and components for buildings and infrastructure projects perform structural analysis and calculations create detailed design plans and specifications design engineera design engineer creates and develops product designs and specifications using engineering principles and design software to bring innovative products to market,engineering design cad software proficiency problemsolving technical knowledge communication skills 1 to 11 years btech,legal assistance bonuses and incentive programs wellness programs employee discounts retirement plans
2082567334768767,charlotte amalie virgin islands (u.s.),temporary,95500.0,investment banker,analyze financial data research investment opportunities and provide recommendations for investment decisions create financial models and projections collaborate with clients on investment strategies financial analysta financial analyst conducts financial analysis generates reports and provides insights to support decisionmaking budgeting and financial planning,financial analysis data analysis financial modeling 5 to 13 years bca,legal assistance bonuses and incentive programs wellness programs employee discounts retirement plans
1193200164874799,canberra australia,contract,95500.0,financial analyst,analyze financial data research investment opportunities and provide recommendations for investment decisions monitor financial markets and economic trends prepare investment reports and presentations investment analystinvestment analysts analyze financial data and market trends to make informed investment recommendations they research and assess investment opportunities create financial models and provide insights to guide investment decisions and portfolio management,financial analysis investment evaluation portfolio management data analysis 0 to 10 years mcom,legal assistance bonuses and incentive programs wellness programs employee discounts retirement plans
1841599149669266,bridgetown barbados,contract,83000.0,customer service manager,oversee the customer support team including hiring training and performance management set and monitor customer service kpis and targets handle escalated customer issues and resolutions customer support managercustomer support managers oversee a team of customer support representatives they set performance goals resolve complex customer issues and develop strategies to improve customer satisfaction and the efficiency of support operations,customer support team leadership customer satisfaction issue resolution performance metrics training and development 0 to 11 years mba,tuition reimbursement stock options or equity grants parental leave wellness programs childcare assistance
2677342851510892,castries st. lucia,full-time,96000.0,civil engineer,focus on waterrelated projects such as flood control water supply and wastewater treatment design and manage water resource systems and infrastructure address water quality and conservation issues water resources engineera water resources engineer manages and develops waterrelated projects such as dams irrigation systems and flood control measures to ensure water resource sustainability,water resources engineering hydrology and hydraulics environmental impact assessment water resource modeling software watershed management 0 to 8 years mcom,life and disability insurance stock options or equity grants employee recognition programs health insurance social and recreational activities
2326067111940258,riga latvia,contract,93000.0,administrative assistant,provide highlevel administrative support to executives including managing schedules and communications coordinate meetings and travel arrangements handle confidential information with discretion executive assistantsupport highlevel executives by managing schedules coordinating meetings and handling various administrative tasks,calendar management travel coordination meeting scheduling correspondence and communication office organization confidentiality time management problemsolving attention to detail communication skills technology proficiency eg ms office 0 to 12 years mcom,flexible spending accounts fsas relocation assistance legal assistance employee recognition programs financial counseling
1373474123814451,n'djamena chad,temporary,94500.0,family nurse practitioner,focus on elderly patient care addressing agerelated health concerns manage chronic conditions and medication regimens collaborate with healthcare teams in nursing homes or geriatric clinics geriatric nurse practitionergeriatric nurse practitioners focus on the healthcare needs of elderly patients they provide specialized care and address agerelated health concerns,geriatric healthcare geriatric assessment geriatric treatment elderly patient care geriatric pharmacology 2 to 9 years btech,tuition reimbursement stock options or equity grants parental leave wellness programs childcare assistance
2590235086391116,podgorica montenegro,full-time,85500.0,brand manager,manage the branding of specific products or product lines create product launch plans and marketing campaigns ensure consistent product messaging and brand representation product brand managera product brand manager focuses on promoting and managing the brand identity of specific products or product lines within a companys portfolio,product branding and marketing product lifecycle management crossfunctional team collaboration product launch planning market segmentation and targeting 4 to 11 years mtech,life and disability insurance stock options or equity grants employee recognition programs health insurance social and recreational activities
1743483263775861,guatemala city guatemala,temporary,72500.0,copywriter,create technical documentation user manuals and product guides translate complex technical concepts into clear and concise content work closely with subject matter experts technical copywritertechnical copywriters create content that explains complex technical concepts in a clear and accessible manner they often write user manuals product documentation and technical guides to assist users and customers,technical writing documentation user manuals technical specifications industryspecific terminology research skills 2 to 10 years bca,tuition reimbursement stock options or equity grants parental leave wellness programs childcare assistance
1020680048316958,kigali rwanda,intern,70000.0,social media manager,analyze social media data and user behavior to generate actionable insights track key performance indicators kpis and recommend optimization strategies stay updated on social media trends and algorithm changes social media analystsocial media analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies they track performance identify trends and support datadriven decisionmaking,social media analytics tools eg google analytics facebook insights data analysis and reporting social media roi measurement competitive analysis trend identification 0 to 11 years bba,health insurance retirement plans flexible work arrangements employee assistance programs eap bonuses and incentive programs
1210126992450903,vientiane lao pdr,temporary,86500.0,art director,create visual concepts and designs for various media such as print digital and advertising campaigns use graphic design software and tools to produce highquality visuals collaborate with art and design teams to execute projects visual designervisual designers create visual content including graphics illustrations and layouts to convey messages and enhance brand identity,graphic design typography user interface ui design adobe creative suite proficiency branding and visual identity creation 0 to 15 years mtech,employee assistance programs eap tuition reimbursement profitsharing transportation benefits parental leave
1777505877190545,nairobi kenya,contract,75000.0,ux/ui designer,create visually appealing user interfaces ui that align with brand aesthetics and enhance user engagement design interface elements and interactive components ensure ui consistency across digital platforms user interface designeruser interface designers focus on the visual and interactive aspects of digital interfaces they design layouts buttons and other elements to ensure a cohesive and visually appealing user interface,ui design principles and best practices graphic design tools eg adobe photoshop illustrator typography and color theory visual design and layout responsive design 4 to 15 years mtech,life and disability insurance stock options or equity grants employee recognition programs health insurance social and recreational activities
874226840381242,tirana albania,full-time,72500.0,procurement manager,analyze procurement data and trends to support decisionmaking conduct supplier evaluations and performance assessments assist in procurement planning and forecasting procurement analystanalyze procurement data identify costsaving opportunities and support the procurement process,procurement processes vendor assessment contract negotiation purchase order management spend analysis market research supplier relationship management data analysis problemsolving attention to detail communication skills financial acumen 2 to 12 years bba,casual dress code social and recreational activities employee referral programs health and wellness facilities life and disability insurance
2881960956489130,sarajevo bosnia and herzegovina,temporary,78000.0,content writer,develop content strategies plan editorial calendars and ensure content aligns with marketing and branding objectives monitor content performance and adjust strategies identify content trends and opportunities content strategistcontent strategists develop and execute content strategies that align with business objectives they plan content creation distribution and promotion to engage audiences and drive brand growth,content strategy content planning seo optimization content marketing analytics 3 to 14 years btech,employee assistance programs eap tuition reimbursement profitsharing transportation benefits parental leave
3049622993553556,kathmandu nepal,intern,72000.0,investment banker,analyze financial data research investment opportunities and provide recommendations for investment decisions create financial models and projections collaborate with clients on investment strategies financial analysta financial analyst conducts financial analysis generates reports and provides insights to support decisionmaking budgeting and financial planning,financial analysis data analysis financial modeling 4 to 12 years bca,employee referral programs financial counseling health and wellness facilities casual dress code flexible spending accounts fsas
871564047351762,basseterre st. kitts and nevis,contract,76500.0,software tester,test software applications and systems to identify defects and ensure quality create test plans test cases and test scripts collaborate with development teams to resolve issues quality assurance analysta quality assurance analyst tests software and products to ensure they meet quality standards they identify defects report issues and work with development teams to resolve problems,quality assurance processes testing methodologies eg manual automated bug tracking and reporting test case development regression testing 3 to 9 years phd,tuition reimbursement stock options or equity grants parental leave wellness programs childcare assistance
